"November 09, 2022 at 02:27PM",@hiroto_goo2019,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/hiroto_goo2019/status/1590214493749260288,https://t.co/jzA6m4Vry4
"November 09, 2022 at 02:32PM",@iwanabose,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/iwanabose/status/1590215661682581504,https://t.co/sQgVONa3E7
"November 09, 2022 at 02:35PM",@Z58661047,"RT @masjp72: 『1.45億回分を追加購入、6670億円』『年に1、2回うっていくことになるだろう』

反ワク云々馬鹿にした奴らは最後まで必ず打て
割引価格で鼠の国行って喜んでろ

コロナワクチン、来年も購入検討　補正予算計上を調整　加藤厚労相：朝日新聞デジタル https://t.co/bfqxGO3PbD",https://twitter.com/Z58661047/status/1590216524870344704,https://t.co/bfqxGO3PbD
"November 09, 2022 at 02:35PM",@sheltem_at_twit,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/sheltem_at_twit/status/1590216568168124419,https://t.co/sQgVONa3E7
"November 09, 2022 at 02:37PM",@aki51803466,"RT @antitaxhike: 「まもなく23年度予算の編成に向けた調整が本格化する。その際にまず留意すべきは、コロナ禍の下で膨らんだ歳出規模が常態化しないよう、コロナ前の水準に近いところまで予算の総額を戻すことだ」

それでどうやって経済成長するつもりなのだろう。学習能力がなさすぎる。 https://t.co/dnolMmniXx",https://twitter.com/aki51803466/status/1590217043814789120,https://t.co/dnolMmniXx
"November 09, 2022 at 02:37PM",@miminaga,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/miminaga/status/1590217072638070785,https://t.co/sQgVONa3E7
"November 09, 2022 at 02:38PM",@SkddfHv3EyGApWX,"RT @un4yRFGlfQRAIZD: #接種後死亡

コロナ関連は国から予算貰えますよ。の文書。

令和３年度　新型コロナウイルス感染症緊急包括支援交付金（医療分）交付要綱
https://t.co/qDg4GAL31i

令和３年度　新型コロナウイルス感染症緊急包括支援交付金（医療分）実施要綱
https://t.co/mdoMfe67kN https://t.co/AQSAL9UPgG",https://twitter.com/SkddfHv3EyGApWX/status/1590217283145994240,https://t.co/qDg4GAL31i
"November 09, 2022 at 02:39PM",@alaalaufufu,"RT @tbsnewsdig: 今ワクチン接種にかかっている費用は1回あたり約9600円。
2021年度でかかった費用は、2兆3396億円となりました。
病院やワクチンの費用などを含めた、新型コロナの医療提供体制全体には、約17兆円という予算が充てられています。
https://t.co/oWwIeXkKnx https://t.co/C65I9Ytqnn",https://twitter.com/alaalaufufu/status/1590217450519662592,https://t.co/oWwIeXkKnx
"November 09, 2022 at 02:39PM",@noneter,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/noneter/status/1590217540919513088,https://t.co/sQgVONa3E7
"November 09, 2022 at 02:44PM",@satokokishi2022,"【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/satokokishi2022/status/1590218693250011136,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:45PM",@uSMdDp07iyycrfo,@CDP2017 やった、やったの自慢ばかり、補正予算の審議はしない、コロナ第8波に対する無関心、NHKは総務省の言いなり本当の公共放送と民営化すべきバライティーやドラマなどを民営化してスポンサーを付ければ受信料はもっと下げられます。党利党略で解散要求も出来ない体たらく,https://twitter.com/uSMdDp07iyycrfo/status/1590218960011923456,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:46PM",@sosorasora3,"RT @tbsnewsdig: 今ワクチン接種にかかっている費用は1回あたり約9600円。
2021年度でかかった費用は、2兆3396億円となりました。
病院やワクチンの費用などを含めた、新型コロナの医療提供体制全体には、約17兆円という予算が充てられています。
https://t.co/oWwIeXkKnx https://t.co/C65I9Ytqnn",https://twitter.com/sosorasora3/status/1590219170247225344,https://t.co/oWwIeXkKnx
"November 09, 2022 at 02:47PM",@t30421,"RT @irouren: コロナ予算が未執行となるのであれば、現場でコロナ対応しても危険手当がもらえない医療従事者や経営に困る医療機関に、支給してほしい

申請も簡易にすることを忘れずに

コロナ予算の２割未執行、繰越額１３兆円　会計検査院報告：中日新聞Web https://t.co/mqIjUbgXqk",https://twitter.com/t30421/status/1590219511973974020,https://t.co/mqIjUbgXqk
"November 09, 2022 at 02:47PM",@Mutoh_Z,"RT @tbsnewsdig: 今ワクチン接種にかかっている費用は1回あたり約9600円。
2021年度でかかった費用は、2兆3396億円となりました。
病院やワクチンの費用などを含めた、新型コロナの医療提供体制全体には、約17兆円という予算が充てられています。
https://t.co/oWwIeXkKnx https://t.co/C65I9Ytqnn",https://twitter.com/Mutoh_Z/status/1590219528579198977,https://t.co/oWwIeXkKnx
"November 09, 2022 at 02:47PM",@z_mutoh,"RT @tbsnewsdig: 今ワクチン接種にかかっている費用は1回あたり約9600円。
2021年度でかかった費用は、2兆3396億円となりました。
病院やワクチンの費用などを含めた、新型コロナの医療提供体制全体には、約17兆円という予算が充てられています。
https://t.co/oWwIeXkKnx https://t.co/C65I9Ytqnn",https://twitter.com/z_mutoh/status/1590219590868795392,https://t.co/oWwIeXkKnx
"November 09, 2022 at 02:48PM",@yutakama,"RT @qzv00507: コロナ予算
未執行　2割
検査院報告
2022/11/08
朝刊　北海道新聞🗞 https://t.co/gqmtMOI9Tl",https://twitter.com/yutakama/status/1590219732913123328,https://t.co/gqmtMOI9Tl
"November 09, 2022 at 02:50PM",@togoreturn,"RT @MNHR_Labo: そもそも厚労省は年金と医療と福祉を担当するダントツ巨大予算の省庁。財務省から見れば最も抑えつけたい存在です。
　
世界一の病床数と外来受診数で維持されてきた日本の医療利権ですが、コロナで更に焼け太り。財務相もカンカンのです。
　
流石にここは財務省に頑張ってもらいたいところ。",https://twitter.com/togoreturn/status/1590220176301395968,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:50PM",@TuguharuNiiyama,@toshio_tamogami 防衛予算に近いくらいコロナで使っており、余ったワクチン代１兆円近くを廃棄させないために必死で摂取を推し進めている。,https://twitter.com/TuguharuNiiyama/status/1590220203748913153,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:51PM",@BagingBaging,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/BagingBaging/status/1590220392643563521,https://t.co/sQgVONa3E7
"November 09, 2022 at 02:53PM",@donguri_k1005,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/donguri_k1005/status/1590220928012922880,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:53PM",@r0OlcwRqzBx8oHQ,"【中日新聞 社説】
税金の無駄遣い アベノミクスが元凶だ！

コロナ対策に関連し予算確保に走ったことがずさんな支出の原因！

予算編成するたびに財源として国債発行！

アベノミクスによる日本経済への弊害も鮮明！

鳩山民主党政権下の緊縮財政によるデフレ景気どん底を忘れ、抜け落ちた論調！🇯🇵",https://twitter.com/r0OlcwRqzBx8oHQ/status/1590221003653025793,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:54PM",@KoikeMegumi_may,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/KoikeMegumi_may/status/1590221192514113536,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:54PM",@MinuteWaltz64,"RT @4mYeeFHhA6H1OnF: ちょっと待て日本政府。
コロナで学業断念したり、仕事失ったり、副作用で苦しんだりする人のために税金使うとかしないの？
なんだよこの600億円って。アメリカに頼まれた？

ウクライナ支援に６００億円　外務省補正予算案、円安対応も：時事ドットコム https://t.co/OTqz6TsCFs via @jijicom",https://twitter.com/MinuteWaltz64/status/1590221271845179392,https://t.co/OTqz6TsCFs
"November 09, 2022 at 02:55PM",@isshou_shugyou,RT @westlinen: 補正予算、29兆のうち、新しい資本主義絡みで日本の競争力強化に関連しそうなのは6.5兆くらい。コロナ対策は3.4兆くらい。公共事業系1.7兆。防衛0.3。国際支援0.2.予備費が4.7兆円。残りは12兆円くらいでその相当部分はガソリン補助金などのバラマキ。,https://twitter.com/isshou_shugyou/status/1590221468591591424,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:57PM",@ray202019,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/ray202019/status/1590221912319627265,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 02:58PM",@miisoco,"RT @4mYeeFHhA6H1OnF: ちょっと待て日本政府。
コロナで学業断念したり、仕事失ったり、副作用で苦しんだりする人のために税金使うとかしないの？
なんだよこの600億円って。アメリカに頼まれた？

ウクライナ支援に６００億円　外務省補正予算案、円安対応も：時事ドットコム https://t.co/OTqz6TsCFs via @jijicom",https://twitter.com/miisoco/status/1590222292713603072,https://t.co/OTqz6TsCFs
"November 09, 2022 at 02:59PM",@04_mizuki,"RT @Y5qYGaJXRMjZG6l: 来年分のコロナワクチンを確保　22年度補正予算案　厚労省 | 毎日新聞

今現在5%の人しか打ってないワクチンを確保するって…ね

利権絡みとしか思えない

ファイザーの大株主はアメリカ創価学会です

ん~

そこに使う税金を我々に

#一律給付金求める声を無視するな
 https://t.co/14JgrCFxoN",https://twitter.com/04_mizuki/status/1590222491074822144,https://t.co/14JgrCFxoN
"November 09, 2022 at 02:59PM",@utmgl,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/utmgl/status/1590222550143209473,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 03:01PM",@GekkanNippon,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/GekkanNippon/status/1590222996266180608,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 03:02PM",@kali_izumi,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/kali_izumi/status/1590223206706982912,https://ifttt.com/missing_link?1667973758
"November 09, 2022 at 03:06PM",@KannaiRyutaro,"@bazyry2hashiru コイツよくも まぁ ノコノコ平気なツラどころか偉そうな顔して 人前に出られるよな～
この時点で完全にイカれてるけど
更に
あの山際を「新型コロナ対策本部長」に起用したのが『私の判断』で
自身は自民党政務調査会長様で
第2次補正予算案は萩生田の恫喝で4兆円増とか
発狂したか？カルト野郎‼️💢💥 https://t.co/lZ2Il38ge4",https://twitter.com/KannaiRyutaro/status/1590224242330984449,https://t.co/lZ2Il38ge4
"November 09, 2022 at 03:07PM",@IxXTpNhqHNLQdMl,"RT @Y5qYGaJXRMjZG6l: 来年分のコロナワクチンを確保　22年度補正予算案　厚労省 | 毎日新聞

今現在5%の人しか打ってないワクチンを確保するって…ね

利権絡みとしか思えない

ファイザーの大株主はアメリカ創価学会です

ん~

そこに使う税金を我々に

#一律給付金求める声を無視するな
 https://t.co/14JgrCFxoN",https://twitter.com/IxXTpNhqHNLQdMl/status/1590224500855304193,https://t.co/14JgrCFxoN
"November 09, 2022 at 03:10PM",@kiyoshifukuden,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/kiyoshifukuden/status/1590225308770504704,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:15PM",@MoriheiUtsu,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/MoriheiUtsu/status/1590226594312126464,https://t.co/sQgVONa3E7
"November 09, 2022 at 03:15PM",@foret_koyuki,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/foret_koyuki/status/1590226604193878017,https://t.co/sQgVONa3E7
